Time,eeg
376,827.1
377,831.3
378,835.4
379,840.6
380,844.1
381,849.1
382,852.1
383,854.1
384,858.3
385,864.3
386,865.8
387,868.2
388,872.2
389,875.5
390,883.8
391,882.1
392,886.2
393,887.2
394,892.7
395,897.2
396,901.9
397,903.2
398,907.6
399,913.1
400,916.5
401,917.9
402,928.4
403,927.8
404,928.8
405,934.7
406,930.9
407,934.6
408,941.3
409,959.7
410,961.3
411,966.9
412,959.8
413,951.4
414,955.9
415,969.8
416,966.8
417,972.4
418,976.1
419,978.9
420,974.4
421,975.8
422,979
423,983.3
424,982.9
425,984.2
426,986
427,989.3
428,987.6
429,991.3
430,982.5
431,981.5
432,978
433,974
434,973.3
435,970.8
436,966.8
437,967.2
438,963.5
439,958.1
440,953.5
441,947.5
442,944
443,941
444,942.7
445,934.5
446,929.3
447,919
448,916.9
449,913.7
450,909.5
451,902.5
452,900.2
453,896.6
454,892.6
455,884.8
456,877.5
457,879
458,878.4
459,870.6
460,871.7
461,870.2
462,868.5
463,865.2
464,870.1
465,868.1
466,869.6
467,869.4
468,870.1
469,871.4
470,871.5
471,875.3
472,872.9
473,877.2
474,879.6
475,882
476,881.8
477,886.8
478,889.2
479,892.9
480,896
481,895.2
482,901.4
483,902.3
484,903.1
485,908.3
486,906.8
487,905.6
488,909.4
489,912.5
490,918.4
491,919.7
492,919.5
493,923.4
494,921.8
495,921.9
496,925.3
497,922.3
498,920.1
499,922.6
500,919.3
501,918
502,919.4
503,917.7
504,915.2
505,909.2
506,905.3
507,902.1
508,899.3
509,897.2
510,892.4
511,888.1
512,886.1
513,879.4
514,874.1
515,870.2
516,870
517,867.9
518,870.3
519,859
520,857.5
521,852.5
522,851
523,847.3
524,846
525,847.2
526,847.2
527,844.7
528,844
529,845.2
530,845.2
531,845.6
532,843.8
533,841.8
534,840.6
535,843.3
536,848.3
537,848.5
538,849.2
539,848.6
540,849.4
541,851.4
542,851.2
543,851.4
544,849.3
545,848.8
546,848.2
547,852.9
548,851.6
549,851.3
550,849.8
551,854.2
552,855.6
553,855.9
554,856.2
555,855.7
556,855.2
557,854.2
558,854.4
559,855.6
560,857.3
561,854.6
562,852.8
563,854
564,853.3
565,851.1
566,845.7
567,841.1
568,838
569,835.1
570,833.2
571,826
572,826.7
573,823.2
574,820.7
575,823.5
576,822.8
577,817.4
578,819.8
579,817.7
580,814.5
581,812.5
582,811.7
583,811.9
584,808.4
585,807.7
586,807.5
587,806.5
588,803.9
589,805.6
590,806.6
591,802.8
592,800.7
593,794.8
594,796.2
595,793.5
596,790.6
597,790.1
598,792.1
599,789
600,790.7
601,789.6
602,791
603,786.9
604,785.3
605,785.5
606,782.1
607,782.2
608,778.9
609,776.3
610,778
611,777
612,776.7
613,778.5
614,775.3
615,776.5
616,777.9
617,779.6
618,777
619,776.2
620,780.8
621,780.5
622,781.8
623,783.3
624,788.9
625,795.1
626,789.5
627,794.3
628,792.8
629,794.3
630,798.1
631,802.4
632,802.4
633,806.2
634,808.9
635,809.4
636,814.2
637,810.6
638,812.1
639,815
640,820.3
641,823.7
642,823.4
643,828.8
644,833.3
645,833.7
646,838.9
647,841.3
648,845.7
649,846.5
650,851.2
651,855.8
652,860.1
653,859.6
654,862.2
655,862.5
656,870
657,866.9
658,874.9
659,875.6
660,880.8
661,875.9
662,881.5
663,879.4
664,877
665,881.8
666,883.8
667,885.6
668,884.7
669,885.4
670,888.5
671,889.3
672,890.7
673,890.7
674,892.3
675,894.3
676,896.4
677,901
678,904.7
679,910.7
680,911.5
681,912.2
682,914.5
683,916.7
684,916.9
685,915.2
686,914.8
687,917.2
688,918.1
689,923.1
690,924
691,923.6
692,926.5
693,924.1
694,925.3
695,922.9
696,923.6
697,923
698,920.8
699,921.5
700,918
701,920.8
702,917.6
703,917.7
704,913.1
705,916.7
706,915.7
707,911.3
708,912.1
709,908.2
710,908.4
711,907.5
712,910
713,907
714,903.9
715,899.9
716,895.5
717,898.9
718,897.5
719,899.1
720,901.7
721,897.5
722,897.4
723,900.6
724,901.2
725,901
726,914.8
727,924.3
728,917.5
729,912.7
730,917.6
731,917.2
732,917.9
733,917.1
734,914.3
735,911.9
736,908.7
737,901
738,896.8
739,893.7
740,892.7
741,884
742,877.4
743,874.3
744,880.1
745,872.6
746,866.5
747,862
748,859.8
749,855.8
750,852.9
751,853.2
752,847.7
753,845.8
754,843.7
755,844.3
756,843.4
757,853.8
758,854.2
759,849.2
760,853.4
761,854.4
762,851.1
763,855.7
764,857.3
765,858.3
766,861
767,863.2
768,866.4
769,864.7
770,870
771,868.1
772,872.3
773,876.3
774,878.1
775,884.2
776,885
777,882.9
778,832
779,-485.8
780,-490.2
781,-470.6
782,-422.2
783,-340.8
784,-187.8
785,983.75
786,1005.2
787,912.8
788,904.8
789,905.4
790,909.8
791,911.3
792,919.5
793,924.7
794,927
795,923.2
796,923.5
797,927.5
798,928.1
799,930.9
800,933.5
801,938.3
802,941.9
803,939.9
804,942.5
805,946.1
806,949.7
807,948.4
808,952.8
809,954.6
810,952.9
811,950.9
812,950.8
813,945.6
814,948.5
815,945.7
816,941
817,939.9
818,934.1
819,933.6
820,943.6
821,951.1
822,953.4
823,952.1
824,948.7
825,947.5
826,944.8
827,941.3
828,940.6
829,940.7
830,938.1
831,934.8
832,940.6
833,942
834,939
835,943.8
836,950
837,949.4
838,936.5
839,935.1
840,920.1
841,917.3
842,919.8
843,920.6
844,915.9
845,916.7
846,914.8
847,917
848,909.9
849,909.9
850,910.8
851,907.6
852,907.1
853,908.5
854,909.9
855,908.9
856,912
857,914.5
858,916.8
859,914
860,918.5
861,919.8
862,923.7
863,926.3
864,931.2
865,934.7
866,935.9
867,938.7
868,943.5
869,944.6
870,947.7
871,950.4
872,954.5
873,958.1
874,963.1
875,966.7
876,967.2
877,971.1
878,974.1
879,977.1
880,981.1
881,981.5
882,983.7
883,982.8
884,989
885,993
886,993.3
887,995.8
888,994.2
889,998.7
890,997.1
891,992.1
892,994.8
893,999.8
894,996.7
895,999.4
896,997.6
897,1001
898,1000.6
899,1002.6
900,1001
901,1003.1
902,1003.3
903,1003.5
904,1004.2
905,1003.2
906,1003.4
907,1004.5
908,1008.8
909,1011.7
910,1008.6
911,1013.7
912,1032.5
913,1043.7
914,1044.4
915,1041.5
916,1044.4
917,1044
918,1049.2
919,1044.5
920,1044.9
921,1049.1
922,1059.9
923,1057.2
924,1052.3
925,1047.3
926,1051
927,1046.5
928,1051.2
929,1051.4
930,1045.5
931,1045.2
932,1047.1
933,1044.7
934,1043.9
935,1041.5
936,1039.1
937,1042.9
938,1040.5
939,1030.4
940,1036.2
941,1032.7
942,1029.6
943,1033.5
944,1029.9
945,1028.2
946,1023.1
947,1028.7
948,1025.1
949,1025
950,1025.5
951,1024.2
952,1019.8
953,1018.9
954,1021.1
955,1019.8
956,1022.1
957,1018.5
958,1024.7
959,1027.7
960,1028.1
961,1029.8
962,1031.1
963,1031.2
964,1030.8
965,1028.2
966,1029.9
967,1032.9
968,1036.9
969,1039.5
970,1039
971,1046.3
972,1047.2
973,1045.7
974,1051.8
975,1053.8
976,1053.7
977,1054
978,1056.8
979,1054.4
980,1060.7
981,1061.4
982,1061.4
983,1061.6
984,1066.7
985,1062.3
986,1059
987,1065.1
988,1064.5
989,1063.3
990,1062
991,1063.6
992,1063.1
993,1062.5
994,1061.7
995,1057.5
996,1057.8
997,1057.3
998,1054.9
999,1055.3
1000,1056.5
1001,1053
1002,1056.1
1003,1056.6
1004,1053.5
1005,1056.8
1006,1053.5
1007,1055.8
1008,1057.8
1009,1060.7
1010,1066.8
1011,1067.1
1012,1071.3
1013,1066.7
1014,1068.4
1015,1071.5
1016,1068.9
1017,1069.5
1018,1074.2
1019,1071.7
1020,1075.3
1021,1078.4
1022,1082.9
1023,1078.5
1024,1085.6
1025,1088
1026,1090.1
1027,1084.9
1028,1087.2
1029,1087.1
1030,1089.4
1031,1088.4
1032,1093
1033,1090.5
1034,1096.7
1035,1100.8
1036,1098.9
1037,1102.4
1038,1097.3
1039,1089.2
1040,1096
1041,1099.1
1042,1099.7
1043,1100.7
1044,1101.7
1045,1106.1
1046,1107.3
1047,1108.2
1048,1107.5
1049,1108.4
1050,1113.5
1051,1116.7
1052,1117.4
1053,1121
1054,1120.4
1055,1124.4
1056,1127.3
1057,1130.7
1058,1131.5
1059,1132.2
1060,1141.4
1061,1141.2
1062,1148.2
1063,1145.4
1064,1148.1
1065,1149.4
1066,1146.3
1067,1149.7
1068,1154.9
1069,1153.1
1070,1151.1
1071,1148.4
1072,1148.5
1073,1148.9
1074,1145.8
1075,1141.2
1076,1141.2
1077,1141.4
1078,1135.8
1079,1132.5
1080,1130.7
1081,1127.5
1082,1122.1
1083,1114.3
1084,1109
1085,1117.5
1086,1120.4
1087,1057.1
1088,1054.5
1089,1045.9
1090,1046
1091,1047.1
1092,1040.3
1093,1039
1094,1035.6
1095,1037
1096,1032.5
1097,1029.2
1098,1025.9
1099,1028.8
1100,1031.2
1101,1029.9
1102,1030.2
1103,1029.2
1104,1028.7
1105,1024.5
1106,1029.6
1107,1033.2
1108,1033.3
1109,1027.4
1110,1028.1
1111,1027
1112,1025.1
1113,1023.3
1114,1017.3
1115,1013.2
1116,1007.2
1117,1002.6
1118,997.6
1119,993.6
1120,988.6
1121,981.9
1122,977.5
1123,973.7
1124,972.7
1125,967.2
1126,964.1
1127,960.8
1128,961.2
1129,959
1130,956.4
1131,952.6
1132,949.9
1133,949.8
1134,947
1135,949.4
1136,944.9
1137,943.6
1138,943.2
1139,943
1140,942
1141,938.5
1142,938.6
1143,939.6
1144,935.3
1145,935
1146,932.3
1147,927.2
1148,925.8
1149,922.8
1150,923
1151,917.4
1152,912.4
1153,912.5
1154,910.1
1155,910
1156,906.5
1157,904.1
1158,900.8
1159,899.9
1160,900.4
1161,900.5
1162,900.7
1163,902.4
1164,901.7
1165,901.1
1166,902.4
1167,902.6
1168,902.3
1169,905.7
1170,906.6
1171,906.8
1172,906.7
1173,904.8
1174,907.4
1175,905
1176,907.2
1177,906.9
1178,906
1179,907.5
1180,912.5
1181,913.8
1182,910.6
1183,909.2
1184,910.2
1185,907.4
1186,909.1
1187,906
1188,905
1189,906.4
1190,905.3
1191,906
1192,905.1
1193,906.2
1194,906.4
1195,905.5
1196,907
1197,906.5
1198,902.3
1199,902.7
1200,905
1201,904.9
1202,903.5
1203,903.1
1204,905.3
1205,906.8
1206,909.3
1207,906
1208,906.3
1209,906.2
1210,904.7
1211,906.7
1212,909.1
1213,908.4
1214,907.8
1215,908.3
1216,907.3
1217,908.7
1218,908.1
1219,906.5
1220,907.6
1221,910.7
1222,918.8
1223,916.9
1224,916.5
1225,920
1226,919
1227,916.7
1228,918.8
1229,921.5
1230,921.7
1231,923.8
1232,925.8
1233,925.1
1234,927.7
1235,934.3
1236,932.8
1237,932.8
1238,936.8
1239,941.5
1240,942.3
1241,942.7
1242,946.3
1243,949.5
1244,950.4
1245,953.6
1246,956.5
1247,960.1
1248,963.1
1249,966.6
1250,969
1251,970.4
1252,974.9
1253,976.4
1254,978.2
1255,984.1
1256,981.5
1257,983.8
1258,984.2
1259,985.8
1260,990
1261,993
1262,994.9
1263,997.2
1264,998.7
1265,997.4
1266,998.2
1267,1004.3
1268,998.9
1269,1006.4
1270,1006.9
1271,1006.8
1272,1009.4
1273,1013.6
1274,1018
1275,1017
1276,1021.2
1277,1020.9
1278,1023.3
1279,1024.2
1280,1022.8
1281,1024.9
1282,1027.7
1283,1028.2
1284,1031.9
1285,1034.4
1286,1034.8
1287,1038.8
1288,1040.8
1289,1045.9
1290,1042.9
1291,1045.5
1292,1045.6
1293,1046.4
1294,1048.6
1295,1048.9
1296,1048.3
1297,1047.4
1298,1060.6
1299,1067.8
1300,1061.8
1301,1063
1302,1063.2
1303,1062.8
1304,1059.9
1305,1058.3
1306,1057.3
1307,1055.2
1308,1053.2
1309,1050
1310,1049.2
1311,1051
1312,1049.8
1313,1047.9
1314,1046.9
1315,1042.7
1316,1039.4
1317,1038.6
1318,1038.8
1319,1036.3
1320,1037.6
1321,1033.3
1322,1036.7
1323,1038.9
1324,1034.6
1325,1037.9
1326,1036.8
1327,1035.8
1328,1033.4
1329,1034.1
1330,1035.7
1331,1035.4
1332,1031.2
1333,1030.3
1334,1028
1335,1023.1
1336,1022.7
1337,1020.8
1338,1021.3
1339,1019.7
1340,1014.3
1341,1012.2
1342,1012
1343,1006.5
1344,1002.8
1345,998.5
1346,994.6
1347,995.3
1348,989.4
1349,988
1350,983.5
1351,977.2
1352,975.3
1353,974.7
1354,970.3
1355,968.9
1356,965.8
1357,961.6
1358,956
1359,956.2
1360,952
1361,947.4
1362,946.5
1363,945.2
1364,941.6
1365,941.9
1366,941
1367,938.8
1368,935.4
1369,932.7
1370,932.5
1371,929.1
1372,928.9
1373,927.7
1374,925
1375,920.8
1376,923.6
1377,919.9
1378,916.8
1379,915.8
1380,911.5
1381,915.3
1382,912.6
1383,911.3
1384,906.1
1385,906.8
1386,917
1387,897.9
1388,898.7
1389,905.8
1390,907.3
1391,911.8
1392,913.7
1393,916.2
1394,917
1395,921.5
1396,920.7
1397,923.9
1398,922.9
1399,926.7
1400,929.7
1401,931.3
1402,935.5
1403,935.3
1404,939.3
1405,941.9
1406,943.8
1407,951
1408,955.2
1409,962.4
1410,967.5
1411,973.6
1412,974.4
1413,977.6
1414,984
1415,984.9
1416,989.4
1417,992.2
1418,995.1
1419,1000.3
1420,1001.6
1421,1008.7
1422,1009.7
1423,1013
1424,1016.2
1425,1019.8
1426,1028
1427,1030.8
1428,1034
1429,1037.5
1430,1041.9
1431,1041.8
1432,1043.8
1433,1045.6
1434,1051.4
1435,1049.8
1436,1050.8
1437,1051.7
1438,1058.9
1439,1066.7
1440,1069.1
1441,1064.9
1442,1071.6
1443,1072.7
1444,1073
1445,1075.7
1446,1074.9
1447,1084.6
1448,1088.9
1449,1088.1
1450,1088.9
1451,1090.8
1452,1097.7
1453,1097.6
1454,1096.3
1455,1097.5
1456,1105.6
1457,1102.5
1458,1108.9
1459,1109.7
1460,1107
1461,1111.5
1462,1112.4
1463,1112.5
1464,1112.8
1465,1109.8
1466,1107.9
1467,1098.2
1468,1102.7
1469,1105.1
1470,1112.2
1471,1107.3
1472,1108.2
1473,1105.9
1474,1109.4
1475,1105.4
1476,1107.2
1477,1102
1478,1120.6
1479,1129.1
1480,1128
1481,1117.1
1482,1123.6
1483,1127.7
1484,1131.3
1485,1130.3
1486,1128.8
1487,1130.5
1488,1135.9
1489,1138.3
1490,1137.4
1491,1136.5
1492,1135.8
1493,1139.9
1494,1136.3
1495,1135.1
1496,1128.2
1497,1126
1498,1123.9
1499,1117.9
1500,1113.3
1501,1112
1502,1107.1
1503,1098.3
1504,1095.9
1505,1087.8
1506,1087.5
1507,1077.2
1508,1073
1509,1075.6
1510,1069.1
1511,1061.4
1512,1059.3
1513,1053.3
1514,1052.1
1515,1045.5
1516,1036.6
1517,1035
1518,1025.1
1519,1022.3
1520,1017.4
1521,1007.3
1522,987.4
1523,978
1524,975.1
1525,972.4
1526,968.5
1527,959.9
1528,959.8
1529,960.1
1530,955.1
1531,954.8
1532,950.8
1533,947.7
1534,948.1
1535,949.7
1536,946.1
1537,964
1538,872
1539,-306.4
1540,-327.6
1541,-361.2
1542,-376.4
1543,-387.6
1544,-395.4
1545,-401.4
1546,-403
1547,-403.8
1548,-408.2
1549,-414.8
1550,-424
1551,1069
1552,1061.6
1553,957.9
1554,952.5
1555,950.5
1556,950.8
1557,949.3
1558,953.2
1559,952.1
1560,952.6
1561,953.2
1562,954.1
1563,955.8
1564,957.5
1565,957.4
1566,964.6
1567,961.5
1568,966.8
1569,967.1
1570,967.5
1571,971.4
1572,971.2
1573,977.2
1574,981
1575,982.5
1576,982.6
1577,985.9
1578,989.1
1579,991
1580,992.6
1581,989.1
1582,989.9
1583,987.4
1584,993.4
1585,991.7
1586,993.6
1587,995.1
1588,998.2
1589,996.2
1590,997.1
1591,999.1
1592,999.7
1593,1001.2
1594,1001.6
1595,1002.9
1596,1004.9
1597,1006.5
1598,1009.5
1599,1014
1600,1015.5
1601,1019.6
1602,1021.9
1603,1026
1604,1030.7
1605,1032.4
1606,1035.1
1607,1038.5
1608,1040.9
1609,1043
1610,1043.8
1611,1047.8
1612,1052.2
1613,1055.5
1614,1058.8
1615,1062.2
1616,1069.2
1617,1067.3
1618,1069.4
1619,1068.7
1620,1074.9
1621,1078.1
1622,1083.1
1623,1083.3
1624,1087.5
1625,1090.5
1626,1092.8
1627,1096.4
1628,1096.4
1629,1099.5
1630,1103.8
1631,1105.2
1632,1106.1
1633,1110.1
1634,1111.7
1635,1110.5
1636,1112.9
1637,1115.9
1638,1118.4
1639,1114.5
1640,1118.1
1641,1114.7
1642,1113
1643,1113.7
1644,1110.6
1645,1109.5
1646,1113.6
1647,1114.2
1648,1115.5
1649,1114.3
1650,1114.1
1651,1115.6
1652,1115
1653,1113.1
1654,1113.4
1655,1115.7
1656,1116.5
1657,1111.2
1658,1113.8
1659,1114.5
1660,1112.3
1661,1114.2
1662,1115.5
1663,1112.8
1664,1113.8
1665,1118
1666,1116.3
1667,1116.5
1668,1115.2
1669,1116.9
1670,1118.3
1671,1118.1
1672,1124.7
1673,1126.3
1674,1122.4
1675,1119
1676,1118.5
1677,1117.1
1678,1117.8
1679,1115.2
1680,1115.7
1681,1125.6
1682,1122.5
1683,1117
1684,1117
1685,1119.6
1686,1117.1
1687,1115.1
1688,1110.8
1689,1110.2
1690,1111
1691,1108.6
1692,1108.1
1693,1107
1694,1107
1695,1107.3
1696,1105.4
1697,1104.6
1698,1105.2
1699,1103.5
1700,1101.7
1701,1101.2
1702,1100.6
1703,1100.2
1704,1100.3
1705,1100.8
1706,1104
1707,1103.7
1708,1104.9
1709,1108.3
1710,1107
1711,1111.5
1712,1109.8
1713,1113
1714,1114.7
1715,1115.5
1716,1115.5
1717,1115.9
1718,1117.9
1719,1117.2
1720,1118.7
1721,1121.1
1722,1125.7
1723,1128.9
1724,1129.3
1725,1129.9
1726,1132.5
1727,1133.6
1728,1135.8
1729,1136.2
1730,1139
1731,1134.6
1732,1141.5
1733,1142.3
1734,1141.4
1735,1141.4
1736,1145.8
1737,1144.7
1738,1149.5
1739,1150.5
1740,1145.9
1741,1140.8
1742,1143.3
1743,1164.9
1744,1174
1745,1169.8
1746,1160.1
1747,1161
1748,1160.3
1749,1163.5
1750,1159.6
1751,1164.2
1752,1157.1
1753,1158.6
1754,1164.7
1755,1183.4
1756,1182
1757,1173.8
1758,1168.1
1759,1167.6
1760,1166
1761,1162
1762,1161.3
1763,1154.7
1764,1150.3
1765,1147.1
1766,1146.3
1767,1146.6
1768,1144.9
1769,1138
1770,1133.3
1771,1125.7
1772,1113.4
1773,1103.3
1774,1101.1
1775,1088
1776,1081.8
1777,1072.3
1778,1064.9
1779,1056.5
1780,1052.1
1781,1050.5
1782,1040.8
1783,1035.1
1784,1029
1785,1026.4
1786,1021.9
1787,1020.3
1788,1014.6
1789,1008.1
1790,1007.4
1791,1009.3
1792,1004.8
1793,1003.6
1794,999.6
1795,999.2
1796,997.6
1797,994.1
1798,994.6
1799,994.3
1800,994.7
1801,994.8
1802,986.4
1803,984.5
1804,984.1
1805,981.6
1806,981.3
1807,977.1
1808,983.2
1809,982.5
1810,983.4
1811,986.5
1812,984.7
1813,986
1814,986.1
1815,987
1816,988.2
1817,988.8
1818,993.3
1819,996.5
1820,1000.1
1821,1006.6
1822,1011.4
1823,1011.7
1824,1015.1
1825,1019.1
1826,1022.9
1827,1026
1828,1032.3
1829,1037.6
1830,1038.9
1831,1042.5
1832,1048.3
1833,1055.2
1834,1060.4
1835,1061.9
1836,1066.1
1837,1066.5
1838,1075.6
1839,1073.9
1840,1080.5
1841,1086.6
1842,1090.9
1843,1087.2
1844,1091.2
1845,1097.6
1846,1096.5
1847,1098.6
1848,1109.9
1849,1106
1850,1106.6
1851,1108.1
1852,1111.1
1853,1113.2
1854,1112.9
1855,1110.6
1856,1115
1857,1114.9
1858,1115.6
1859,1118.4
1860,1116.7
1861,1117.7
1862,1116.3
1863,1118.6
1864,1117.6
1865,1118.6
1866,1116.7
1867,1117.3
1868,1118.6
1869,1119.1
1870,1119.5
1871,1117.8
1872,1118.8
1873,1118.2
1874,1118.9
1875,1122.8
1876,1122.2
1877,1125.8
1878,1124.6
1879,1124.4
1880,1127.1
1881,1126.7
1882,1135.6
1883,1137
1884,1138.2
1885,1140.1
1886,1142.5
1887,1145.3
1888,1145.1
1889,1146.5
1890,1147.4
1891,1152.5
1892,1156.2
1893,1160.6
1894,1161.6
1895,1164.6
1896,1164.4
1897,1164.7
1898,1166.4
1899,1172.9
1900,1171.7
1901,1169.3
1902,1174.8
1903,1175
1904,1176.3
1905,1182.4
1906,1180.3
1907,1184.5
1908,1192.2
1909,1191.6
1910,1191.6
1911,1190.8
1912,1194.1
1913,1197.7
1914,1195.6
1915,1197.8
1916,1201.6
1917,1207.6
1918,1208
1919,1207.5
1920,1210.3
1921,1214.4
1922,1213.7
1923,1212
1924,1211
1925,1214.8
1926,1218.7
1927,1221.7
1928,1225.9
1929,1226.4
1930,1233.4
1931,1238.2
1932,1236.6
1933,1240.5
1934,1242.4
1935,1245.5
1936,1245.6
1937,1247.8
1938,1251.5
1939,1251.5
1940,1251.5
1941,1251.3
1942,1249.7
1943,1244.2
1944,1243.8
1945,1241.6
1946,1240.7
1947,1239.4
1948,1236.5
1949,1232.9
1950,1234.6
1951,1230.3
1952,1229.5
1953,1226.4
1954,1224.3
1955,1223
1956,1221.5
1957,1218.1
1958,1214.8
1959,1213.7
1960,1218.1
1961,1215.9
1962,1216.8
1963,1211.9
1964,1215
1965,1215.4
1966,1218.7
1967,1217.9
1968,1220.1
1969,1221.3
1970,1220.5
1971,1119.6
1972,914.3333333
1973,-399.8
1974,-404.2
1975,-410
1976,-415.2
1977,-422.4
1978,-433.6
1979,-441.8
1980,-450.6
1981,-460.4
1982,-475.4
1983,1172
1984,1178.1
1985,1217.1
1986,1257.5
1987,1268.3
1988,1264.6
1989,1263.5
1990,1264.5
1991,1265.5
1992,1266.3
1993,1267.9
1994,1269.3
1995,1266.8
1996,1265.7
1997,1257.1
1998,1252.9
1999,1248.6
2000,1248.2
2001,1241.7
2002,1238.5
2003,1239.5
2004,1233.8
2005,1227.5
2006,1220.6
2007,1213.7
2008,1210.3
2009,1202.5
2010,1195.9
2011,1187.9
2012,1181.4
2013,1171.5
2014,1157.5
2015,1160.6
2016,1100.8
2017,966.4285714
2018,-81.4
2019,-160
2020,-271
2021,1096
2022,1122.5
2023,1114.4
2024,1062.4
2025,1057.3
2026,1057.4
2027,1055.2
2028,1054
2029,1047.8
2030,1046.2
2031,1044.6
2032,1044.7
2033,1040.8
2034,1042.4
2035,1038.1
2036,1039
2037,1037.5
2038,1037.9
2039,1037.6
2040,1038.3
2041,1042.6
2042,1045.5
2043,1045.2
2044,1045.8
2045,1048.4
2046,1057.4
2047,1054.1
2048,1055
2049,1059.3
2050,1058.3
2051,1058.6
2052,1062.1
2053,1061.7
2054,1063.8
2055,1063.4
2056,1062.5
2057,1067.6
2058,1064.1
2059,1061.8
2060,1060.6
2061,1061.5
2062,1059.6
2063,1059.3
2064,1059.9
2065,1060.9
2066,1060.3
2067,1059.2
2068,1059.9
2069,1061.6
2070,1058.1
2071,1054.6
2072,1047.2
2073,1048.1
2074,1046.3
2075,1042.1
2076,1045.8
2077,1040.1
2078,1038.9
2079,1041.9
2080,1037.3
2081,1032
2082,1027.2
2083,1021.1
2084,1015.2
2085,1011.2
2086,1004
2087,1000.9
2088,994.6
2089,987.7
2090,982.4
2091,979.7
2092,975.6
2093,966.9
2094,961.9
2095,956.9
2096,950.5
2097,946.3
2098,943.1
2099,939.6
2100,937.6
2101,933.3
2102,936.1
2103,928.5
2104,922.7
2105,924.1
2106,924.3
2107,918.8
2108,910.8
2109,908.2
2110,910.4
2111,906.2
2112,897.6
2113,901.7
2114,894.2
